id,year,measure_name,state,rank,value
2107,2019,All Determinants,South Carolina,45.0,-0.411
2108,2019,All Determinants,South Dakota,28.0,-0.02
2109,2019,All Determinants,Tennessee,41.0,-0.303
2110,2019,All Determinants,Texas,39.0,-0.26
2111,2019,All Determinants,Utah,6.0,0.476
2112,2019,All Determinants,Virginia,15.0,0.293
2113,2019,All Determinants,Vermont,1.0,0.687
2114,2019,All Determinants,Washington,7.0,0.425
2115,2019,All Determinants,Wisconsin,22.0,0.129
2116,2019,All Determinants,West Virginia,40.0,-0.282
2117,2019,All Determinants,Wyoming,23.0,0.113
2118,2019,All Determinants,United States,,
2119,2019,High Health Status - Female,Alabama,49.0,41.1
2120,2019,High Health Status - Female,Alaska,22.0,50.6
2121,2019,High Health Status - Female,Arizona,34.0,48.1
2122,2019,High Health Status - Female,Arkansas,44.0,42.8
2123,2019,High Health Status - Female,California,31.0,48.3
2124,2019,High Health Status - Female,Colorado,9.0,54.9
2125,2019,High Health Status - Female,Connecticut,1.0,58.3
2126,2019,High Health Status - Female,Delaware,25.0,49.9
2127,2019,High Health Status - Female,Florida,31.0,48.3
2128,2019,High Health Status - Female,Georgia,37.0,46.7
2129,2019,High Health Status - Female,Hawaii,28.0,49.3
2130,2019,High Health Status - Female,Idaho,17.0,52.8
2131,2019,High Health Status - Female,Illinois,26.0,49.6
2132,2019,High Health Status - Female,Indiana,35.0,47.6
2133,2019,High Health Status - Female,Iowa,13.0,53.7
2134,2019,High Health Status - Female,Kansas,23.0,50.5
2135,2019,High Health Status - Female,Kentucky,47.0,41.6
2136,2019,High Health Status - Female,Louisiana,38.0,46.4
2137,2019,High Health Status - Female,Maine,10.0,54.6
2138,2019,High Health Status - Female,Maryland,20.0,51.6
2139,2019,High Health Status - Female,Massachusetts,5.0,56.1
2140,2019,High Health Status - Female,Michigan,38.0,46.4
2141,2019,High Health Status - Female,Minnesota,3.0,56.5
2142,2019,High Health Status - Female,Mississippi,50.0,40.3
2143,2019,High Health Status - Female,Missouri,29.0,48.9
2144,2019,High Health Status - Female,Montana,6.0,55.8
2145,2019,High Health Status - Female,Nebraska,14.0,53.6
2146,2019,High Health Status - Female,Nevada,46.0,42.2
2147,2019,High Health Status - Female,New Hampshire,4.0,56.3
2148,2019,High Health Status - Female,New Jersey,31.0,48.3
2149,2019,High Health Status - Female,New Mexico,48.0,41.5
2150,2019,High Health Status - Female,New York,21.0,51.1
2151,2019,High Health Status - Female,North Carolina,40.0,46.1
2152,2019,High Health Status - Female,North Dakota,11.0,53.9
2153,2019,High Health Status - Female,Ohio,27.0,49.4
2154,2019,High Health Status - Female,Oklahoma,42.0,44.6
2155,2019,High Health Status - Female,Oregon,24.0,50.1
2156,2019,High Health Status - Female,Pennsylvania,35.0,47.6
2157,2019,High Health Status - Female,Rhode Island,15.0,53.5
2158,2019,High Health Status - Female,South Carolina,30.0,48.4
2159,2019,High Health Status - Female,South Dakota,12.0,53.8
2160,2019,High Health Status - Female,Tennessee,43.0,43.9
2161,2019,High Health Status - Female,Texas,41.0,44.9
2162,2019,High Health Status - Female,Utah,7.0,55.6
2163,2019,High Health Status - Female,Vermont,2.0,58.1
2164,2019,High Health Status - Female,Virginia,19.0,52.5
2165,2019,High Health Status - Female,Washington,16.0,53.2
2166,2019,High Health Status - Female,West Virginia,45.0,42.7
2167,2019,High Health Status - Female,Wisconsin,18.0,52.6
2168,2019,High Health Status - Female,Wyoming,8.0,55.2
2169,2019,High Health Status - Female,District of Columbia,,61.2
2170,2019,High Health Status - Female,United States,,48.8
2171,2019,Overall,Alaska,27.0,0.07400000000000001
2172,2019,Overall,Alabama,47.0,-0.82
2173,2019,Overall,Arkansas,48.0,-0.836
2174,2019,Overall,Arizona,31.0,-0.14800000000000002
2175,2019,Overall,California,12.0,0.398
2176,2019,Overall,Colorado,10.0,0.537
2177,2019,Overall,Connecticut,4.0,0.7340000000000001
2178,2019,Overall,Delaware,30.0,-0.08800000000000001
2179,2019,Overall,Florida,33.0,-0.213
2180,2019,Overall,Georgia,40.0,-0.447
2181,2019,Overall,Hawaii,3.0,0.84
2182,2019,Overall,Iowa,20.0,0.289
2183,2019,Overall,Idaho,16.0,0.333
2184,2019,Overall,Illinois,26.0,0.094
2185,2019,Overall,Indiana,41.0,-0.493
2186,2019,Overall,Kansas,29.0,-0.021
2187,2019,Overall,Kentucky,43.0,-0.609
2188,2019,Overall,Louisiana,49.0,-0.912
2189,2019,Overall,Massachusetts,2.0,0.848
2190,2019,Overall,Maryland,18.0,0.312
2191,2019,Overall,Maine,21.0,0.248
2192,2019,Overall,Michigan,32.0,-0.209
2193,2019,Overall,Minnesota,7.0,0.5710000000000001
2194,2019,Overall,Missouri,39.0,-0.413
2195,2019,Overall,Mississippi,50.0,-1.005
2196,2019,Overall,Montana,24.0,0.202
2197,2019,Overall,North Carolina,36.0,-0.263
2198,2019,Overall,North Dakota,14.0,0.371
2199,2019,Overall,Nebraska,17.0,0.321
2200,2019,Overall,New Hampshire,6.0,0.605
2201,2019,Overall,New Jersey,8.0,0.5529999999999999
2202,2019,Overall,New Mexico,37.0,-0.266
2203,2019,Overall,Nevada,35.0,-0.256
2204,2019,Overall,New York,11.0,0.512
2205,2019,Overall,Ohio,38.0,-0.401
2206,2019,Overall,Oklahoma,46.0,-0.777
2207,2019,Overall,Oregon,22.0,0.232
2208,2019,Overall,Pennsylvania,28.0,0.002
2209,2019,Overall,Rhode Island,13.0,0.378
2210,2019,Overall,South Carolina,42.0,-0.595
2211,2019,Overall,South Dakota,25.0,0.149
2212,2019,Overall,Tennessee,44.0,-0.6409999999999999
2213,2019,Overall,Texas,34.0,-0.244
2214,2019,Overall,Utah,5.0,0.628
2215,2019,Overall,Virginia,15.0,0.349
2216,2019,Overall,Vermont,1.0,0.85
2217,2019,Overall,Washington,9.0,0.54
2218,2019,Overall,Wisconsin,23.0,0.203
2219,2019,Overall,West Virginia,45.0,-0.657
2220,2019,Overall,Wyoming,19.0,0.298
2221,2019,Overall,United States,,
2222,2019,Primary Care Physicians,Alaska,29.0,141.2
2223,2019,Primary Care Physicians,Alabama,42.0,122.8
2224,2019,Primary Care Physicians,United States,,159.6
2225,2019,Primary Care Physicians,Arkansas,43.0,122.3
2226,2019,Primary Care Physicians,Arizona,40.0,125.8
2227,2019,Primary Care Physicians,California,28.0,141.4
2228,2019,Primary Care Physicians,Colorado,27.0,143.4
2229,2019,Primary Care Physicians,Connecticut,4.0,220.0
2230,2019,Primary Care Physicians,District of Columbia,,466.1
2231,2019,Primary Care Physicians,Delaware,17.0,166.2
2232,2019,Primary Care Physicians,Florida,35.0,131.3
2233,2019,Primary Care Physicians,Georgia,41.0,123.9
2234,2019,Primary Care Physicians,Hawaii,8.0,193.9
2235,2019,Primary Care Physicians,Iowa,22.0,152.2
2236,2019,Primary Care Physicians,Idaho,50.0,96.6
2237,2019,Primary Care Physicians,Illinois,10.0,190.0
2238,2019,Primary Care Physicians,Indiana,38.0,127.2
2239,2019,Primary Care Physicians,Kansas,32.0,138.1
2240,2019,Primary Care Physicians,Kentucky,39.0,127.0
2241,2019,Primary Care Physicians,Louisiana,30.0,139.7
2242,2019,Primary Care Physicians,Massachusetts,2.0,247.4
2243,2019,Primary Care Physicians,Maryland,9.0,192.1
2244,2019,Primary Care Physicians,Maine,7.0,199.1
2245,2019,Primary Care Physicians,Michigan,6.0,205.2
2246,2019,Primary Care Physicians,Minnesota,16.0,169.5
2247,2019,Primary Care Physicians,Missouri,15.0,171.5
2248,2019,Primary Care Physicians,Mississippi,47.0,110.8
2249,2019,Primary Care Physicians,Montana,44.0,116.0
2250,2019,Primary Care Physicians,North Carolina,33.0,134.4
2251,2019,Primary Care Physicians,North Dakota,20.0,154.9
2252,2019,Primary Care Physicians,Nebraska,19.0,158.2
2253,2019,Primary Care Physicians,New Hampshire,18.0,162.9
2254,2019,Primary Care Physicians,New Jersey,12.0,181.0
2255,2019,Primary Care Physicians,New Mexico,26.0,144.7
2256,2019,Primary Care Physicians,Nevada,48.0,107.4
2257,2019,Primary Care Physicians,New York,3.0,230.7
2258,2019,Primary Care Physicians,Ohio,13.0,178.2
2259,2019,Primary Care Physicians,Oklahoma,37.0,131.2
2260,2019,Primary Care Physicians,Oregon,25.0,147.4
2261,2019,Primary Care Physicians,Pennsylvania,5.0,216.3
2262,2019,Primary Care Physicians,Rhode Island,1.0,274.9
2263,2019,Primary Care Physicians,South Carolina,35.0,131.3
2264,2019,Primary Care Physicians,South Dakota,34.0,131.4
2265,2019,Primary Care Physicians,Tennessee,31.0,139.1
2266,2019,Primary Care Physicians,Texas,45.0,113.5
2267,2019,Primary Care Physicians,Utah,49.0,102.0
2268,2019,Primary Care Physicians,Virginia,24.0,148.1
2269,2019,Primary Care Physicians,Vermont,11.0,188.7
2270,2019,Primary Care Physicians,Washington,23.0,150.0
2271,2019,Primary Care Physicians,Wisconsin,21.0,152.4
2272,2019,Primary Care Physicians,West Virginia,14.0,172.8
2273,2019,Primary Care Physicians,Wyoming,46.0,111.0
